
166686,541716,1451.0083
166686,541706,1450.5103
166686,541696,1450.0275
166686,541686,1450.6279
166686,541676,1450.3435
166686,541666,1449.8607
166686,541656,1450.1866
166686,541646,1450.1921
166686,541636,1450.3349
166686,541626,1449.9589
166686,541616,1449.2167
166686,541606,1449.5121
166686,541596,1448.7547
166686,541586,1449.1721
166686,541576,1449.0556
166686,541566,1449.4729
166686,541556,1449.3868
166686,541546,1449.3771
166686,541536,1449.2757
166686,541526,1449.1897
166686,541516,1448.7526
166686,541506,1448.7886
166686,541496,1448.6415
166686,541486,1448.4029
166686,541476,1448.6372
166686,541466,1447.7425
166686,541456,1448.0684
166686,541446,1448.3485
166686,541436,1448.0641
166686,541426,1447.5355
166686,541416,1447.8155
166686,541406,1447.5921
166686,541396,1447.5976
166686,541386,1447.9388
166686,541376,1447.7001
166686,541366,1447.3852
166686,541356,1446.9787
166686,541346,1447.1978
166686,541336,1447.3711
166686,541326,1447.0714
166686,541316,1446.8175
166686,541306,1447.2045
166686,541296,1447.0116
166686,541286,1446.4372
166686,541276,1446.2138
166686,541266,1446.6617
166686,541256,1446.5604
166686,541246,1446.5353
166686,541236,1445.8847
166686,541226,1445.6918
166686,541216,1445.5752
166686,541206,1446.0537
166686,541196,1445.9066
166686,541186,1446.3394
166686,541176,1446.4517
166686,541166,1445.6637
166686,541156,1445.6387
166686,541146,1445.7203
166686,541136,1445.8631
166686,541126,1445.9602
166686,541116,1445.7215
166686,541106,1445.4523
166686,541096,1444.7712
166686,541086,1444.9750
166686,541076,1444.5838
166686,541066,1444.5587
166686,541056,1444.5337
166686,541046,1444.3103
166686,541036,1444.3310
166686,541026,1444.5196
166686,541016,1444.5250
166686,541006,1444.4084
166686,540996,1444.4139
166686,540986,1443.9769
166686,540976,1443.8756
166686,540966,1443.7895
166686,540956,1444.6800
166686,540946,1444.2735
166686,540936,1444.2332
166686,540926,1443.8419
166686,540916,1443.6338
166686,540906,1443.0747
166686,540896,1443.6448
166686,540886,1443.7417
166686,540876,1443.7014
166686,540866,1443.5085
166686,540856,1443.5292
166686,540846,1443.0922
166686,540836,1443.0977
166686,540826,1443.3321
166686,540816,1443.4291
166686,540806,1442.9005
166686,540796,1442.6314
166686,540786,1442.4537
166686,540776,1442.5355
166686,540766,1442.5257
166686,540756,1442.3176
166686,540746,1442.1858
166686,540736,1442.1148
166686,540726,1441.7694
166686,540716,1441.8511
166686,540706,1441.6277
166686,540696,1441.3891
166686,540686,1441.5014
166686,540676,1441.5679
166686,540666,1441.2835
166686,540656,1441.2127
166686,540646,1441.3707
166686,540636,1441.4525
166686,540626,1441.2749
166686,540616,1440.9447
166686,540606,1440.5077
166686,540596,1439.9028
166686,540586,1439.9540
166686,540576,1440.3714
166686,540566,1440.3921
166686,540556,1440.6265
166686,540546,1440.5099
166686,540536,1440.2255
166686,540526,1440.2920
166686,540516,1439.7634
166686,540506,1439.5705
166686,540496,1439.7591
166686,540486,1439.9782
166686,540476,1440.1057
166686,540466,1440.0043
166686,540456,1439.9183
166686,540446,1439.5881
166686,540436,1439.3799
166686,540426,1439.1108
166686,540416,1438.9942
166686,540406,1438.9691
166686,540396,1439.2645
166686,540386,1439.4531
166686,540376,1439.0771
166686,540366,1438.8995
166686,540356,1438.5388
166686,540346,1438.7274
166686,540336,1438.3056
166686,540326,1438.5551
166686,540316,1438.4691
166686,540306,1437.8337
166686,540296,1438.0375
166686,540286,1438.3787
166686,540276,1438.9640
166686,540266,1439.2594
166686,540256,1438.7614
166686,540246,1438.4617
166686,540236,1437.9178
166686,540226,1437.9538
166686,540216,1437.7609
166686,540206,1437.5376
166686,540196,1437.3598
166686,540186,1437.0601
166686,540176,1436.8367
166686,540166,1435.2554
166686,540156,1435.8865
166686,540146,1436.2581
166686,540136,1436.1262
166686,540126,1436.3301
166686,540116,1436.5339
166686,540106,1436.1732
166686,540096,1435.4768
166686,540086,1435.3602
166686,540076,1435.5793
166686,540066,1435.8747
166686,540056,1435.6513
166686,540046,1435.5652
166686,540036,1435.7842
166686,540026,1435.5456
166686,540016,1435.3985
166686,540006,1435.5413
166686,539996,1435.7146
166686,539986,1435.2318
166686,539976,1435.1610
166686,539966,1435.0291
166686,539956,1434.4090
166686,539946,1434.5366
166686,539936,1434.6794
166686,539926,1434.4255
166686,539916,1434.0953
166686,539906,1434.0702
166686,539896,1433.9231
166686,539886,1434.1269
166686,539876,1434.2849
166686,539866,1434.1683
166686,539856,1433.6245
166686,539846,1434.0267
166686,539836,1434.0017
166686,539826,1433.6715
166686,539816,1433.7227
166686,539806,1433.2705
166686,539796,1432.9860
166686,539786,1432.5185
166686,539776,1432.9512
166686,539766,1433.0177
166686,539756,1432.8400
166686,539746,1433.1049
166686,539736,1433.0341
166686,539726,1432.6733
166686,539716,1432.5110
166686,539706,1431.8146
166686,539696,1432.2931
166686,539686,1432.5579
166686,539676,1432.2735
166686,539666,1432.4011
166686,539656,1431.5215
166686,539646,1431.9390
166686,539636,1431.5172
166686,539626,1430.1189
166686,539616,1430.7500
166686,539606,1431.2437
166686,539596,1431.2034
166686,539586,1431.2699
166686,539576,1431.2449
166686,539566,1431.4182
166686,539556,1430.9964
166686,539546,1431.1240
166686,539536,1431.0532
166686,539526,1430.1431
166686,539516,1430.1639
166686,539506,1430.5508
166686,539496,1430.5410
166686,539486,1430.5922
166686,539476,1431.4216
166686,539466,1431.5034
166686,539456,1430.6697
166686,539446,1429.9427
166686,539436,1429.3531
166686,539426,1429.5112
166686,539416,1429.4709
166686,539406,1429.9036
166686,539396,1429.7260
166686,539386,1429.4873
166686,539376,1429.7370
166686,539366,1429.1168
166686,539356,1428.8782
166686,539346,1429.0820
166686,539336,1428.8280
166686,539326,1428.6046
166686,539316,1428.1219
166686,539306,1428.1120
166686,539296,1428.3311
166686,539286,1428.3366
166686,539276,1428.2353
166686,539266,1428.1950
166686,539256,1428.3836
166686,539246,1428.2060
166686,539236,1428.0589
166686,539226,1428.0186
166686,539216,1428.1613
166686,539206,1428.1362
166686,539196,1428.0349
166686,539186,1427.7810
166686,539176,1427.2677
166686,539166,1427.0900
166686,539156,1427.2023
166686,539146,1426.7348
166686,539136,1426.7555
166686,539126,1426.5474
166686,539116,1426.3240
166686,539106,1425.9785
166686,539096,1425.9230
166686,539086,1426.8135
166686,539076,1426.3154
166686,539066,1425.6343
166686,539056,1424.9378
166686,539046,1424.2109
166686,539036,1425.3150
166686,539026,1425.6713
166686,539016,1424.8530
166686,539006,1424.3854
166686,538996,1424.3603
166686,538986,1424.3047
166686,538976,1424.6764
166686,538966,1424.1326
166686,538956,1423.9244
166686,538946,1423.4111
166686,538936,1423.0809
166686,538926,1422.6286
166686,538916,1422.1764
166686,538906,1421.6783
166686,538896,1420.8142
166686,538886,1420.2093
166686,538876,1419.1161
166686,538866,1416.9549
166686,538856,1414.8242
166686,538846,1410.1301
166686,538836,1403.8340
166686,538826,1401.5660
166686,538816,1393.8203
166686,538806,1389.0347
166686,538796,1382.7232
166686,538786,1378.6396
166686,538776,1367.1098
166686,538766,1361.9885
166686,538756,1354.8837
166686,538746,1345.7494
166686,538736,1335.4555
166686,538726,1324.7346
166686,538716,1318.8503
166686,538706,1309.3957
166686,538696,1298.4611
166686,538686,1290.3339
166686,538676,1282.5271
166686,538666,1273.1030
166686,538656,1261.9090
166686,538646,1249.1890
166686,538636,1241.7181
166686,538626,1234.8421
166686,538616,1223.3580
166686,538606,1217.1534
166686,538596,1203.5028
166686,538586,1196.3521
166686,538576,1186.8365
166686,538566,1176.4969
166686,538556,NaN
166686,538546,NaN
166686,538536,1146.9581
166686,538526,NaN
166686,538516,NaN
166686,538506,NaN
166686,538496,NaN
166686,538486,NaN
166686,538476,NaN
